COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Luxury Illumination LLC,1860 Okechobee Rd Ste 201,West Palm Beach,FL,33409-5223,5223,LUXURY ILLUMINATION LLC,1860 Okeechobee Rd Ste 201,West Palm Beach,FL,33409-5223,,Electrical Work,Manager,Mr. Gregory Matthews,Luxury Illumination LLC,https://floridaucc.com/search?text=LUXURY ILLUMINATION LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,06/28/2020,06/28/2030,03/02/2026,202002571862,1,1,,,,,,,,,,,1,LUXURY ILLUMINATION LLC,"1711 LAUREL LN, WEST PALM BEACH, FL, 33406",UCC1,1,,06/28/2020
Peaktop Technologies Inc,1727 Okeechobee Rd,West Palm Beach,FL,33409-5225,5225,PEAKTOP TECHNOLOGIES INC,1727 Okeechobee Rd,West Palm Beach,FL,33409-5225,C051,"Watering Pots, Plastics",President,Mr. Jeff Robins,Peaktop Technologies Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Haifa General Contracting  LLC,1891 Old Okeechobee Rd,West Palm Beach,FL,33409-5227,5227,"HAIFA GENERAL CONTRACTING, LLC",1891 Okeechobee Rd,West Palm Beach,FL,33409-5227,,"General Contractor, Highway And Street Construction",Chief Executive Officer,Mr. Desmond Keogh,Haifa General Contracting  LLC,"https://floridaucc.com/search?text=HAIFA GENERAL CONTRACTING, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,08/17/2020,08/17/2030,03/02/2026,20200433440X,1,1,,,,,,,,,,,1,HAIFA GENERAL CONTRACTING LLC,"1891 OLD OKEECHOBEE RD, WEST PALM BEACH, FL, 33409",UCC1,1,,08/17/2020
Philip L Valente  Jr  PA,1806 Old Okeechobee Rd,West Palm Beach,FL,33409-5228,5228,"PHILIP L. VALENTE, JR., P.A.",1806 Okeechobee Rd,West Palm Beach,FL,33409-5228,,"General Practice Attorney, Lawyer",Partner,Mr. Philip L Valente,Philip L Valente  Jr  PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Epic Forensics & Engrg Inc,1806 Okeechobee Rd,West Palm Beach,FL,33409-5228,5228,EPIC FORENSICS & ENGINEERING INC.,1806 Okeechobee Rd Ste A,West Palm Beach,FL,33409-5228,,Consulting Engineer,Chief Executive Officer,Rene Portieles,Epic Forensics & Engrg Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Unique Medical Supplies Inc,1750 N Fla Mngo Rd Ste 10,West Palm Beach,FL,33409-5230,5230,UNIQUE MEDICAL SUPPLIES INC,1750 N Florida Mango Rd Ste 102,West Palm Beach,FL,33409-5230,,Medical Equipment And Supplies,President,Mr. Isaac Aliancin,Unique Medical Supplies Inc,https://floridaucc.com/search?text=UNIQUE MEDICAL SUPPLIES INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/13/2006,07/13/2011,03/02/2026,200603159336,0,1,,,,,,,,,,,1,"UNIQUE MEDICAL SUPPLIES, INC.","7320 GEORGIA AVE., WEST PALM BEACH, FL, 33405",UCC1,1,,07/13/2006
Preferred AC & Mech Inc,1643 Donna Rd,West Palm Beach,FL,33409-5233,5233,"PREFERRED AIR CONDITIONING & MECHANICAL, INC.",1643 Donna Rd,West Palm Beach,FL,33409-5233,C051,Warm Air Heating And Air Conditioning Contractor,President,Mr. Wayne O'bryon,Preferred AC & Mech Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Brown & Phillips  Inc,1860 Okeechobee Rd,West Palm Beach,FL,33409-5242,5242,"BROWN & PHILLIPS, INC.",1860 Okeechobee Rd Ste 509,West Palm Beach,FL,33409-5242,C051,Surveying Services,President,Mr. John E Phillips,Brown & Phillips  Inc,"https://floridaucc.com/search?text=BROWN & PHILLIPS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,07/31/1995,07/31/2000,03/02/2026,950000152195,0,1,,,,,,,,,,,1,BROWN & PHILLIPS INC,"3970 RCA BLVD STE 7005, PALM BEACH GARDENS, FL, 334104231",UCC1,1,,07/31/1995
D C M & Associates,1300 N Fla Mngo Rd Ste 15,West Palm Beach,FL,33409-5252,5252,D C M & ASSOCIATES,1300 N Florida Mango Rd Ste 15,West Palm Beach,FL,33409-5252,,Commercial And Industrial Building Operation,Partner,Mr. Donald C Malasky,D C M & Associates,https://floridaucc.com/search?text=D C M & ASSOCIATES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,02/19/2001,02/19/2016,03/02/2026,200100038500,5,1,,,,,,,,,,,1,D C M ASSOCIATES,"1300 N FLORIDA MANGO RD, WEST PALM BEACH, FL, 33409",UCC1,6,,02/19/2001
Serene Treatment  Inc,1860 Okeechobee Rd Ste 4,West Palm Beach,FL,33409-5253,5253,"SERENE TREATMENT, INC.",1860 Okeechobee Rd Ste 402,West Palm Beach,FL,33409-5253,C051,Drug Addiction Rehabilitation Hospital,Director,Ms. Linda A Ruth,Serene Treatment  Inc,"https://floridaucc.com/search?text=SERENE TREATMENT, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,01/20/2015,01/20/2020,03/02/2026,201502943741,0,1,,,,,,,,,,,1,"SERENE TREATMENT, INC","1860 OLD OKEECHOBEE ROAD SUITE 402, WEST PALM BEACH, FL, 33409",UCC1,1,,01/20/2015
Electrical Specialty Svcs Inc,1860 Okeechobee Rd Ste 2,West Palm Beach,FL,33409-5253,5253,"ELECTRICAL SPECIALTY SERVICES, INC.",1860 Okeechobee Rd Ste 206,West Palm Beach,FL,33409-5253,C051,General Electrical Contractor,President,Mr. John M Russell,Electrical Specialty Svcs Inc,"https://floridaucc.com/search?text=ELECTRICAL SPECIALTY SERVICES, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,04/16/1992,04/16/1997,03/02/2026,920000076416,1,1,,,,,,,,,,,3,RUSSELL JOHN MICHAEL,"2515 GENESSEE AVE, WEST PALM BEACH, FL, 33409",UCC1,1,,04/16/1992
Haynes Scaffolding & Sup Inc,1685 N Florida Mango Rd,West Palm Beach,FL,33409-5254,5254,"HAYNES SCAFFOLDING & SUPPLY, INC.",1685 N Florida Mango Rd,West Palm Beach,FL,33409-5254,C069,"Equipment Rental And Leasing, Nec",President,Mr. Rick A Haynes,Haynes Scaffolding & Sup Inc,"https://floridaucc.com/search?text=HAYNES SCAFFOLDING & SUPPLY, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,05/27/1998,05/27/2003,03/02/2026,980000115913,0,1,,,,,,,,,,,1,HAYNES SCAFFOLDING & SUPPLY INC,"1210 ORTEGA RD, W PALM BEACH, FL, 33405",UCC1,1,,05/27/1998
Acs Of West Palm Beach Inc,1300 N Fla Mngo Rd Ste 14,West Palm Beach,FL,33409-5255,5255,ACS OF WEST PALM BEACH INC,1300 N Florida Mango Rd Ste 14,West Palm Beach,FL,33409-5255,,Vacuum Cleaner Bags: Made From Purchased Materials,President,Mr. Matthew Mcclellan,Acs Of West Palm Beach Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Mes Industries Inc,1300 N Fla Mngo Rd Ste 21,West Palm Beach,FL,33409-5257,5257,MES INDUSTRIES INC.,1300 N Florida Mango Rd Ste 21,West Palm Beach,FL,33409-5257,,Communication Equipment,President,Mr. Michael Stoker,Mes Industries Inc,https://floridaucc.com/search?text=MES INDUSTRIES INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,01/16/2001,01/16/2006,03/02/2026,200100011900,0,1,,,,,,,,,,,1,MES INDUSTRIES INC,"1300 N FLORIDA MANGO RD STE 21, WEST PALM BEACH, FL, 33409",UCC1,3,,01/16/2001
Palm Beach Sandal Company,1027 N Florida Mango Rd,West Palm Beach,FL,33409-5257,5257,PALM BEACH SANDAL COMPANY,1027 N Florida Mango Rd,West Palm Beach,FL,33409-5257,,"Footwear, Athletic",Principal,Ms. Monica Bonanno,Palm Beach Sandal Company,https://floridaucc.com/search?text=PALM BEACH SANDAL COMPANY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/14/2015,10/14/2020,03/02/2026,201505353546,1,1,,,,,,,,,,,2,PALM BEACH SANDAL COMPANY,"2508 FLORIDA AVE, WEST PALM BEACH, FL, 33401",UCC1,1,,10/14/2015
Integrted Cnnbis Solutions Inc,1300 N Fla Mango Ste 30,West Palm Beach,FL,33409-5258,5258,"INTEGRATED CANNABIS SOLUTIONS, INC.",1300 N Florida Mango Rd Ste 30,West Palm Beach,FL,33409-5258,,Administrative Services Consultant,President,Gene Caiazzo,Integrted Cnnbis Solutions Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Personnel Staffing,1300 N Florida Mango Rd,West Palm Beach,FL,33409-5259,5259,PERSONNEL STAFFING,1300 N Florida Mango Rd,West Palm Beach,FL,33409-5259,,Temporary Help Service,Manager,Mr. Daniel Barnette,Personnel Staffing,https://floridaucc.com/search?text=PERSONNEL STAFFING&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/22/2018,10/22/2023,03/02/2026,201806839812,0,1,,,,,,,,,,,1,PERSONNEL STAFFING GROUP LLC,"1751 LAKE COOK RD, DEERFIELD, IL, 60015",UCC1,1,,10/22/2018
Sb Signs  Inc,1300 N Florida Mango Rd,West Palm Beach,FL,33409-5259,5259,"SB SIGNS, INC.",1300 N Florida Mango Rd Ste 20,West Palm Beach,FL,33409-5259,C069,Signs And Advertising Specialties,President,Mr. Scott Bedford,Sb Signs  Inc,"https://floridaucc.com/search?text=SB SIGNS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,09/14/2000,09/14/2005,03/02/2026,200000212531,0,1,,,,,,,,,,,2,SB SIGNS INC,"2440 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33409",UCC1,1,,09/14/2000
Pipelining Technologies  Inc,1500 N Fl Mango Rd Ste 1,West Palm Beach,FL,33409-5262,5262,"PIPELINING TECHNOLOGIES, INC.",1500 N Florida Mango Rd Ste 1,West Palm Beach,FL,33409-5262,C069,Drainage System Construction,President,Mr. Michael Wilson,Pipelining Technologies  Inc,"https://floridaucc.com/search?text=PIPELINING TECHNOLOGIES, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/13/2012,02/13/2017,03/02/2026,201206172647,1,1,,,,,,,,,,,1,"PIPELINING TECHNOLOGIES, INC.","1616 NORTH FLORODA MANGO RD, WEST PALM BEACH, FL, 33409",UCC1,2,,02/13/2012
Palm Beach Copy Service  Inc,1750 N Florida Mango Rd,West Palm Beach,FL,33409-5266,5266,"PALM BEACH COPY SERVICE, INC.",1750 N Florida Mango Rd,West Palm Beach,FL,33409-5266,C069,Blueprinting Service,President,Mr. Ed Holmes,Palm Beach Copy Service  Inc,"https://floridaucc.com/search?text=PALM BEACH COPY SERVICE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,12/21/2020,12/21/2030,03/02/2026,202005673879,1,1,,,,,,,,,,,1,PALM BEACH COPY SERVICE INC,"1335 OKEECHOBEE RD STE 700, WEST PALM BEACH, FL, 33401",UCC1,1,,12/21/2020
Tri County Furniture Service,1750 N Florida Mango Rd,West Palm Beach,FL,33409-5266,5266,TRI COUNTY FURNITURE SERVICE INC,1750 N Florida Mango Rd Ste 412,West Palm Beach,FL,33409-5266,C069,Furniture Refinishing,President,Mr. Bryan Lysaght,Tri County Furniture Service,https://floridaucc.com/search?text=TRI COUNTY FURNITURE SERVICE INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,06/06/2019,06/06/2024,03/02/2026,201908813553,1,1,,,,,,,,,,,1,TRI COUNTY FURNITURE SERVICE INC,"1750 N FLORIDA MANGO RD, SUITE 412, WEST PALM BEACH , FL, 33409",UCC1,2,,06/06/2019
At Your Service Bldg Maint Inc,1750 N Fla Mngo Rd Ste 40,West Palm Beach,FL,33409-5266,5266,"AT YOUR SERVICE BUILDING MAINTENANCE, INC.",1750 N Florida Mango Rd Ste 403,West Palm Beach,FL,33409-5266,,"Janitorial Service, Contract Basis",President,Mr. Jim Azinheria,At Your Service Bldg Maint Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Tire Equipment Sales & Svc Co,1698 Okeechobee Rd Ste 2j,West Palm Beach,FL,33409-5274,5274,TIRE EQUIPMENT SALES & SERVICE CO INC,1696 Okeechobee Rd Ste 2j,West Palm Beach,FL,33409-5274,C051,Automotive Servicing Equipment,President,Mr. Carl W Wingo,Tire Equipment Sales & Svc Co,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Granados Management Company,1547 N Florida Mango Rd,West Palm Beach,FL,33409-5275,5275,GRANADOS MANAGEMENT COMPANY,1547 N Florida Mango Rd,West Palm Beach,FL,33409-5275,C069,Real Estate Agents And Managers,President,Mr. Felix Granados,Granados Management Company,https://floridaucc.com/search?text=GRANADOS MANAGEMENT COMPANY&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/27/1992,08/27/1997,03/02/2026,920000174464,0,1,,,,,,,,,,,1,GRANADOS MANAGEMENT COMPANY,"5481 N SRF 7, TAMARAC, FL, 33319",UCC1,1,,08/27/1992
Anything Electric  Inc,1547 N Florida Mango Rd,West Palm Beach,FL,33409-5280,5280,"ANYTHING ELECTRIC, INC",1547 N Florida Mango Rd Ste 14-5,West Palm Beach,FL,33409-5280,C069,General Electrical Contractor,President,Mr. Joseph T Doran,Anything Electric  Inc,"https://floridaucc.com/search?text=ANYTHING ELECTRIC, INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,04/05/1996,04/05/2031,03/02/2026,960000069198,8,1,,,,,,,,,,,1,ANYTHING ELECTRIC INC,"1547 N FLA MANGO RD, WEST PALM BCH, FL, 33409",UCC1,1,,04/05/1996
Brown Moving & Storage  Inc,1900 Okeechobee Rd,West Palm Beach,FL,33409-5282,5282,"BROWN MOVING & STORAGE, INC.",1900 Okeechobee Rd,West Palm Beach,FL,33409-5282,C051,Moving Services,President,Mr. Ian F Brown,Brown Moving & Storage  Inc,"https://floridaucc.com/search?text=BROWN MOVING & STORAGE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/16/1996,08/16/2001,03/02/2026,960000172260,0,1,,,,,,,,,,,1,BROWN MOVING & STORAGE INC,"1900 OLD OKEECHOBEE ROAD, WEST PALM BEACH, FL, 334095230",UCC1,2,,08/16/1996
All Florida Gar Door Svcs Inc,1470 N Congress Ave,West Palm Beach,FL,33409-5311,5311,"ALL FLORIDA GARAGE DOOR SERVICES, INC.",1470 N Congress Ave Ste 101,West Palm Beach,FL,33409-5311,C067,"Garage Door, Installation Or Erection",President,Mr. David Dubose,All Florida Gar Door Svcs Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Master Contractors  Inc,1470 N Congress Ave Ste 1,West Palm Beach,FL,33409-5311,5311,"MASTER CONTRACTORS, INC.",1470 N Congress Ave Ste 1,West Palm Beach,FL,33409-5311,,Roofing Contractor,President,Ms. Sandra Puerta,Master Contractors  Inc,"https://floridaucc.com/search?text=MASTER CONTRACTORS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/05/2020,06/05/2025,03/02/2026,202002042460,0,1,,,,,,,,,,,1,MASTER CONTRACTORS INC,"6476 KIRSTEN WAY, LAKE WORTH, FL, 33467",UCC1,1,,06/05/2020
S Group  Inc,1470 N Congress Ave,West Palm Beach,FL,33409-5312,5312,"S GROUP, INC.",1470 N Congress Ave Ste 119,West Palm Beach,FL,33409-5312,C067,Roofing Contractor,President,Mr. Manuel F Sanchez,S Group  Inc,"https://floridaucc.com/search?text=S GROUP, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,05/29/2020,05/29/2030,03/02/2026,202001864475,1,1,,,,,,,,,,,1,S GROUP INC,"1470 N. CONGRESS AVE. SUITE 119, WEST PALM BEACH, FL, 33409",UCC1,1,,05/29/2020
Paws 2 Help Inc,1143 N Military Trl,West Palm Beach,FL,33409-6012,6012,PAWS 2 HELP INC.,1143 N Military Trl,West Palm Beach,FL,33409-6012,C066,"Veterinary Services, Specialties",President,Ms. Eve Vanengel,Paws 2 Help Inc,https://floridaucc.com/search?text=PAWS 2 HELP INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/02/2010,07/02/2015,03/02/2026,201002800518,0,1,,,,,,,,,,,1,PAWS 2 HELP INC,"2061 INDIAN ROAD, WEST PALM BEACH, FL, 33409",UCC1,4,,07/02/2010
All Cars Insurance Inc,1274 N Military Trl,West Palm Beach,FL,33409-6015,6015,ALL CARS INSURANCE INC.,1274 N Military Trl,West Palm Beach,FL,33409-6015,,"Insurance Agents, Nec",President,Mr. Peter Steiner,All Cars Insurance Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Elegant Beauty Sups 10 Inc,1321 N Military Trl,West Palm Beach,FL,33409-6016,6016,"ELEGANT BEAUTY SUPPLIES 10, INC.",1321 N Military Trl,West Palm Beach,FL,33409-6016,,Beauty Parlor Equipment And Supplies,President,Mr. George F Mobassaleh,Elegant Beauty Sups 10 Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Greater Yamaha Of Palm Beach,1466 N Military Trl,West Palm Beach,FL,33409-6019,6019,GREATER YAMAHA OF PALM BEACH,1466 N Military Trl,West Palm Beach,FL,33409-6019,,Motorcycle Dealers,President,Carrington Lloyd,Greater Yamaha Of Palm Beach,https://floridaucc.com/search?text=GREATER YAMAHA OF PALM BEACH&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,04/30/1993,04/30/1998,03/02/2026,930000090654,0,1,,,,,,,,,,,2,THIESSEN AND JUDKINS INC,"2532 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33409",UCC1,1,,04/30/1993
Tip Top Car Wash Inc,1450 N Military Trl,West Palm Beach,FL,33409-6019,6019,TIP TOP CAR WASH INC,1450 N Military Trl,West Palm Beach,FL,33409-6019,C066,"Washing And Polishing, Automotive",President,Mr. Mark Sedelnik,Tip Top Car Wash Inc,https://floridaucc.com/search?text=TIP TOP CAR WASH INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,01/26/2017,01/26/2027,03/02/2026,201700102069,2,1,,,,,,,,,,,1,"TIP TOP CAR WASH, INC.","1450 N. MILITARY TRAIL, WEST PALM BEACH, GA, 33409",UCC1,3,,01/26/2017
Shamsad Begum  MD  PA,1195 N Military Trl,West Palm Beach,FL,33409-6058,6058,"SHAMSAD BEGUM, M.D., P.A.",1195 N Military Trl,West Palm Beach,FL,33409-6058,,"General And Family Practice, Physician/Surgeon",Partner,Shamsad Begum,Shamsad Begum  MD  PA,"https://floridaucc.com/search?text=SHAMSAD BEGUM, M.D., P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,03/13/2007,03/13/2017,03/02/2026,200705026246,2,1,,,,,,,,,,,1,SHAMSAD BEGUM MD PA,"1195 N MILITARY TRAIL A, WEST PALM BCH, FL, 33409",UCC1,1,,03/13/2007
South Florida Moulding  LLC,1256 5th St Ste 3,West Palm Beach,FL,33409-6230,6230,"SOUTH FLORIDA MOULDING, LLC",1256 5th St Ste 3,West Palm Beach,FL,33409-6230,C067,"Planing Mill, Millwork",Managing Member,Mr. Steven E Richmond,South Florida Moulding  LLC,"https://floridaucc.com/search?text=SOUTH FLORIDA MOULDING, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,05/10/2016,05/10/2021,03/02/2026,201607560273,0,1,,,,,,,,,,,2,"UNITED MILLWORK AND DOOR, LLC","445 S.E. 1ST AVE SUITE #E, DELRAY BEACH, FL, 33444",UCC1,1,,05/10/2016
Belvedere Baptist Church Inc,301 Cherry Rd,West Palm Beach,FL,33409-6299,6299,BELVEDERE BAPTIST CHURCH INC,301 Cherry Rd,West Palm Beach,FL,33409-6299,C018,Baptist Church,Pastor,Ray Henry,Belvedere Baptist Church Inc,https://floridaucc.com/search?text=BELVEDERE BAPTIST CHURCH INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/23/2009,10/23/2014,03/02/2026,200901402506,0,1,,,,,,,,,,,1,"BELVEDERE BAPTIST CHURCH, INC.","301 CHERRY ROAD, WEST PALM BEACH, FL, 33499",UCC1,3,,10/23/2009
Excel Leadership Academy Inc,1310 N Congress Ave Ste A,West Palm Beach,FL,33409-6314,6314,EXCEL LEADERSHIP ACADEMY INC.,1310 Old Congress Ave Ste A,West Palm Beach,FL,33409-6314,,Academy,Principal,Ms. Dorothy Gay,Excel Leadership Academy Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Connectons High Schl Vctnal Ct,1310 Old Congress Ave,West Palm Beach,FL,33409-6314,6314,CONNECTIONS HIGH SCHOOL & VOCATIONAL CENTER INC.,1310 Old Congress Ave,West Palm Beach,FL,33409-6314,,Elementary And Secondary Schools,Principal,Mr. Jason T Portman,Connectons High Schl Vctnal Ct,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Engenuity Group  Inc,1280 Old Congress Ave,West Palm Beach,FL,33409-6377,6377,"ENGENUITY GROUP, INC.",1280 Old Congress Ave Ste 101,West Palm Beach,FL,33409-6377,C067,Civil Engineering,President,C A Rayman,Engenuity Group  Inc,"https://floridaucc.com/search?text=ENGENUITY GROUP, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,12/15/2025,12/15/2030,03/02/2026,202504687646,0,1,,,,,,,,,,,2,"ENGENUITY GROUP, INC.","1280 NORTH CONGRESS AVE STE 101, WEST PALM BEACH, FL, 33409",UCC1,1,,12/15/2025
Plumbers Ppftters Local UN 630,1900 N Florida Mango Rd,West Palm Beach,FL,33409-6408,6408,PLUMBERS & PIPEFITTERS LOCAL UNION 630,1900 N Florida Mango Rd,West Palm Beach,FL,33409-6408,C069,Labor Union,Manager,Mr. Owen Culpepper,Plumbers Ppftters Local UN 630,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Verdes Tropicana,2500 N Florida Mango Rd,West Palm Beach,FL,33409-6409,6409,VERDES TROPICANA,2500 N Florida Mango Rd,West Palm Beach,FL,33409-6409,,Ten Pin Center,Owner,Mr. Robert Daniel,Verdes Tropicana,https://floridaucc.com/search?text=VERDES TROPICANA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,04/06/2010,04/06/2015,03/02/2026,201002290048,0,1,,,,,,,,,,,1,VERDES TROPICANA BOWLING,"1801 BELVEDERE RD, WEST PALM BEACH, FL, 33406",UCC1,1,,04/06/2010
Wpb Pba Rtree Hlth Beneft Plan,2100 N Florida Mango Rd,West Palm Beach,FL,33409-6412,6412,WPB PBA RETIREE HEALTH BENEFIT PLAN,2100 N Florida Mango Rd,West Palm Beach,FL,33409-6412,,Pension And Retirement Plan Consultants,Principal,Mr. Ernest George,Wpb Pba Rtree Hlth Beneft Plan,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Bch Cnty Plbg Pipe Ftting,1800 Longwood Rd,West Palm Beach,FL,33409-6424,6424,PALM BEACH COUNTY PLUMBING & PIPE FITTING JATC INC,1800 Longwood Rd,West Palm Beach,FL,33409-6424,C069,"Vocational Schools, Nec",Director,Mr. William S Keene,Palm Bch Cnty Plbg Pipe Ftting,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Fsr Logistics Corp,1710 Upland Rd,West Palm Beach,FL,33409-6426,6426,FSR LOGISTICS CORP,1710 Upland Rd,West Palm Beach,FL,33409-6426,,"Trucking, Except Local",President,Mr. Frederick Riceputo,Fsr Logistics Corp,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Champion Pools & Spas  Inc,1700 Upland Rd,West Palm Beach,FL,33409-6426,6426,"CHAMPION POOLS & SPAS, INC.",1700 Upland Rd,West Palm Beach,FL,33409-6426,C069,Swimming Pool Construction,President,Mr. David Brams,Champion Pools & Spas  Inc,"https://floridaucc.com/search?text=CHAMPION POOLS & SPAS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/25/1999,02/25/2004,03/02/2026,990000042350,0,1,,,,,,,,,,,1,CHAMPION POOLS & SPAS INC,"1923 CHURCH STREET, WEST PALM BEACH, FL, 33409",UCC1,2,,02/25/1999
Total Home Care Palm Beach LLC,1818 S Astrlian Ave Ste 2,West Palm Beach,FL,33409-6447,6447,"TOTAL HOME CARE PALM BEACH, LLC",1818 S Australian Ave Ste 202,West Palm Beach,FL,33409-6447,,"Personal Care Home, With Health Care",Chief Executive Officer,Mr. Andy Hernandez,Total Home Care Palm Beach LLC,"https://floridaucc.com/search?text=TOTAL HOME CARE PALM BEACH, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,04/10/2024,04/10/2029,03/02/2026,202400954699,0,1,,,,,,,,,,,7,"EMPIRE SERVICE HOLDINGS, INC.","5757 WATERFORD DISTRICT DRIVE, SUITE 210, MIAMI, FL, 33126",UCC1,3,,04/10/2024
